 Ano; Código da Área; Área de Avaliação; Código da IES; Nome da IES; Sigla da IES; Organização Acadêmica; Categoria Administrativa; Código do Curso; Modalidade de Ensino; Código do Município; Município do Curso; Sigla da UF; Nº de Concluintes Inscritos; Nº de Concluintes Participantes; Nº de Concluintes Participantes com nota no Enem; Proporção de Concluintes participantes com nota no Enem; Nota Bruta - IDD; IDD (Contínuo); IDD (Faixa);Observação
2019;21;ARQUITETURA E URBANISMO;4256;Centro Universitário FIP-MOC;;Centro Universitário;Privada com fins lucrativos;1106422;Educação Presencial;3143302;Montes Claros;MG;101;80;67;0,8375;0,0662;2,3901;3;
2019;5806;ENGENHARIA ELÉTRICA;4256;Centro Universitário FIP-MOC;;Centro Universitário;Privada com fins lucrativos;1184782;Educação Presencial;3143302;Montes Claros;MG;40;35;25;0,714285714;-0,7027;2,2733;3;
2019;6307;ENGENHARIA AMBIENTAL;4256;Centro Universitário FIP-MOC;;Centro Universitário;Privada com fins lucrativos;1158622;Educação Presencial;3143302;Montes Claros;MG;25;21;18;0,857142857;-1,4364;1,8969;2;
2019;6405;ENGENHARIA FLORESTAL;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;48915;Educação Presencial;3121605;Diamantina;MG;41;40;40;1;-0,5548;1,7353;2;
2019;51;ZOOTECNIA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;48917;Educação Presencial;3121605;Diamantina;MG;22;21;20;0,952380952;-0,3592;2,5077;3;
2019;36;FISIOTERAPIA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;48919;Educação Presencial;3121605;Diamantina;MG;42;41;40;0,975609756;0,8298;3,0619;4;
2019;17;AGRONOMIA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;48921;Educação Presencial;3121605;Diamantina;MG;41;41;39;0,951219512;0,809;3,3967;4;
2019;19;FARMÁCIA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;48923;Educação Presencial;3121605;Diamantina;MG;16;16;15;0,9375;1,7776;3,4527;4;
2019;28;NUTRIÇÃO;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;48926;Educação Presencial;3121605;Diamantina;MG;44;43;42;0,976744186;0,2222;2,6307;3;
2019;6;ODONTOLOGIA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;14613;Educação Presencial;3121605;Diamantina;MG;52;51;51;1;-0,1483;2,2658;3;
2019;23;ENFERMAGEM;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;18235;Educação Presencial;3121605;Diamantina;MG;27;27;27;1;0,3878;2,7357;3;
2019;3501;EDUCAÇÃO FÍSICA (BACHARELADO);596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1292614;Educação Presencial;3121605;Diamantina;MG;30;25;24;0,96;0,2094;2,671;3;
2019;6008;ENGENHARIA QUÍMICA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1178735;Educação Presencial;3121605;Diamantina;MG;75;70;38;0,542857143;-0,4478;2,1612;3;
2019;5902;ENGENHARIA MECÂNICA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1178737;Educação Presencial;3121605;Diamantina;MG;87;79;47;0,594936709;0,5949;2,4712;3;
2019;6002;ENGENHARIA DE ALIMENTOS;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1178741;Educação Presencial;3121605;Diamantina;MG;28;28;13;0,464285714;0,9528;2,9826;4;
2019;12;MEDICINA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1185076;Educação Presencial;3121605;Diamantina;MG;40;40;40;1;0,9663;4,3268;5;
2019;92;TECNOLOGIA EM GESTÃO AMBIENTAL;3188;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS;IFNMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1162285;Educação Presencial;3103405;Araçuaí;MG;28;25;20;0,8;-0,3077;2,8171;3;
2019;17;AGRONOMIA;3188;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO NORTE DE MINAS GERAIS;IFNMG;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1309100;Educação Presencial;3101706;Almenara;MG;19;18;17;0,944444444;2,0068;4,3469;5;
2019;5710;ENGENHARIA CIVIL;3756;ALFA - Faculdade de Almenara;;Faculdade;Privada com fins lucrativos;1161686;Educação Presencial;3101706;Almenara;MG;36;34;24;0,705882353;-1,0749;1,9763;3;
2019;19;FARMÁCIA;3756;ALFA - Faculdade de Almenara;;Faculdade;Privada com fins lucrativos;1116037;Educação Presencial;3101706;Almenara;MG;31;30;21;0,7;-1,537;1,6341;2;
2019;23;ENFERMAGEM;3756;ALFA - Faculdade de Almenara;;Faculdade;Privada com fins lucrativos;102582;Educação Presencial;3101706;Almenara;MG;7;5;4;0,8;1,4456;3,334;4;
2019;5710;ENGENHARIA CIVIL;5370;Centro Universitário Doctum de Teófilo Otoni;UNIDOCTUM;Centro Universitário;Privada sem fins lucrativos;5000314;Educação Presencial;3168606;Teófilo Otoni;MG;43;43;42;0,976744186;-0,5376;2,3053;3;
2019;69;TECNOLOGIA EM RADIOLOGIA;4725;FACULDADE DE TECNOLOGIA EGÍDIO JOSÉ DA SILVA;FATEGIDIO;Faculdade;Privada com fins lucrativos;90408;Educação Presencial;3168606;Teófilo Otoni;MG;4;4;2;0,5;1,1866;2,8892;3;
2019;12;MEDICINA;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1292713;Educação Presencial;3168606;Teófilo Otoni;MG;27;27;27;1;0,5231;3,8355;4;
2019;5710;ENGENHARIA CIVIL;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1103225;Educação Presencial;3168606;Teófilo Otoni;MG;130;128;81;0,6328125;0,2643;2,7964;3;
2019;6208;ENGENHARIA DE PRODUÇÃO;596;UNIVERSIDADE FEDERAL DOS VALES DO JEQUITINHONHA E MUCURI;UFVJM;Universidade;Pública Federal;1103226;Educação Presencial;3168606;Teófilo Otoni;MG;26;19;12;0,631578947;2,2219;3,3815;4;
2019;28;NUTRIÇÃO;14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;;Faculdade;Privada com fins lucrativos;84657;Educação Presencial;3168606;Teófilo Otoni;MG;8;8;8;1;-1,953;1,1531;2;
2019;19;FARMÁCIA;14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;;Faculdade;Privada com fins lucrativos;86536;Educação Presencial;3168606;Teófilo Otoni;MG;19;19;15;0,789473684;-0,6735;2,1079;3;
2019;17;AGRONOMIA;14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;;Faculdade;Privada com fins lucrativos;91959;Educação Presencial;3168606;Teófilo Otoni;MG;26;25;21;0,84;1,3431;3,8204;4;
2019;36;FISIOTERAPIA;14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;;Faculdade;Privada com fins lucrativos;91987;Educação Presencial;3168606;Teófilo Otoni;MG;51;45;41;0,911111111;-1,1196;1,9169;2;
2019;5710;ENGENHARIA CIVIL;14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;;Faculdade;Privada com fins lucrativos;94751;Educação Presencial;3168606;Teófilo Otoni;MG;97;90;81;0,9;-0,1688;2,5311;3;
2019;3501;EDUCAÇÃO FÍSICA (BACHARELADO);14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;;Faculdade;Privada com fins lucrativos;1189370;Educação Presencial;3168606;Teófilo Otoni;MG;10;10;5;0,5;-1,3694;1,9359;2;
2019;23;ENFERMAGEM;14156;Faculdade Presidente Antônio Carlos de Teófilo Otoni;;Faculdade;Privada com fins lucrativos;84648;Educação Presencial;3168606;Teófilo Otoni;MG;26;26;25;0,961538462;-0,0871;2,467;3;
2019;6307;ENGENHARIA AMBIENTAL;5370;Centro Universitário Doctum de Teófilo Otoni;UNIDOCTUM;Centro Universitário;Privada sem fins lucrativos;5000315;Educação Presencial;3168606;Teófilo Otoni;MG;16;15;14;0,933333333;-0,0623;2,3971;3;
2019;21;ARQUITETURA E URBANISMO;5370;Centro Universitário Doctum de Teófilo Otoni;UNIDOCTUM;Centro Universitário;Privada sem fins lucrativos;1283999;Educação Presencial;3168606;Teófilo Otoni;MG;33;30;29;0,966666667;-0,4624;2,0263;3;
2019;5806;ENGENHARIA ELÉTRICA;5370;Centro Universitário Doctum de Teófilo Otoni;UNIDOCTUM;Centro Universitário;Privada sem fins lucrativos;1153958;Educação Presencial;3168606;Teófilo Otoni;MG;22;22;20;0,909090909;-1,0084;2,162;3;
2019;36;FISIOTERAPIA;3966;CENTRO UNIVERSITÁRIO DE CARATINGA;UNEC;Centro Universitário;Privada sem fins lucrativos;111666;Educação Presencial;3144300;Nanuque;MG;35;35;35;1;-1,2917;1,8158;2;
2019;23;ENFERMAGEM;3966;CENTRO UNIVERSITÁRIO DE CARATINGA;UNEC;Centro Universitário;Privada sem fins lucrativos;98719;Educação Presencial;3144300;Nanuque;MG;21;21;18;0,857142857;0,9492;3,0532;4;
2019;19;FARMÁCIA;3966;CENTRO UNIVERSITÁRIO DE CARATINGA;UNEC;Centro Universitário;Privada sem fins lucrativos;98721;Educação Presencial;3144300;Nanuque;MG;46;44;35;0,795454545;-0,5262;2,1886;3;
2019;3501;EDUCAÇÃO FÍSICA (BACHARELADO);3966;CENTRO UNIVERSITÁRIO DE CARATINGA;UNEC;Centro Universitário;Privada sem fins lucrativos;150036;Educação Presencial;3144300;Nanuque;MG;17;16;13;0,8125;-1,4521;1,8974;2;
2019;6307;ENGENHARIA AMBIENTAL;3966;CENTRO UNIVERSITÁRIO DE CARATINGA;UNEC;Centro Universitário;Privada sem fins lucrativos;111654;Educação Presencial;3144300;Nanuque;MG;21;20;20;1;-1,7717;1,7748;2;
2019;17;AGRONOMIA;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pública Estadual;11657;Educação Presencial;3134202;Ituiutaba;MG;64;61;48;0,786885246;-0,3367;2,4878;3;
2019;6208;ENGENHARIA DE PRODUÇÃO;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1109224;Educação Presencial;3134202;Ituiutaba;MG;157;149;134;0,899328859;-0,1781;2,4097;3;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pública Estadual;92486;Educação Presencial;3134202;Ituiutaba;MG;34;34;32;0,941176471;-1,325;1,8112;2;
2019;92;TECNOLOGIA EM GESTÃO AMBIENTAL;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pública Estadual;92488;Educação Presencial;3134202;Ituiutaba;MG;21;19;17;0,894736842;0,0572;2,9597;4;
2019;4003;ENGENHARIA DA COMPUTAÇÃO;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pública Estadual;20856;Educação Presencial;3134202;Ituiutaba;MG;34;33;32;0,96969697;-1,2074;1,8775;2;
2019;5806;ENGENHARIA ELÉTRICA;1036;UNIVERSIDADE DO ESTADO DE MINAS GERAIS;UEMG;Universidade;Pública Estadual;11652;Educação Presencial;3134202;Ituiutaba;MG;75;70;49;0,7;-1,4707;1,9938;3;
2019;3501;EDUCAÇÃO FÍSICA (BACHARELADO);19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade;Privada com fins lucrativos;105068;Educação Presencial;3103504;Araguari;MG;15;12;9;0,75;1,3296;3,1926;4;
2019;12;MEDICINA;19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade;Privada com fins lucrativos;84352;Educação Presencial;3103504;Araguari;MG;118;112;99;0,883928571;-0,3498;2,868;3;
2019;23;ENFERMAGEM;19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade;Privada com fins lucrativos;62081;Educação Presencial;3103504;Araguari;MG;11;10;8;0,8;0,3647;2,7226;3;
2019;28;NUTRIÇÃO;19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade;Privada com fins lucrativos;71441;Educação Presencial;3103504;Araguari;MG;12;11;10;0,909090909;1,3604;3,404;4;
2019;5;MEDICINA VETERINÁRIA;19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade;Privada com fins lucrativos;1284733;Educação Presencial;3103504;Araguari;MG;28;26;18;0,692307692;-0,3231;2,0791;3;
2019;6208;ENGENHARIA DE PRODUÇÃO;19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade;Privada com fins lucrativos;1179742;Educação Presencial;3103504;Araguari;MG;27;27;17;0,62962963;1,1714;2,9561;4;
2019;19;FARMÁCIA;19512;INSTITUTO MASTER DE ENSINO PRESIDENTE ANTÔNIO CARLOS;IMEPAC;Faculdade;Privada com fins lucrativos;110436;Educação Presencial;3103504;Araguari;MG;9;8;7;0,875;0,8548;2,9463;4;
2019;17;AGRONOMIA;3165;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO;IFTM;Instituto Federal de Educação, Ciência e Tecnologia;Pública Federal;1127989;Educação Presencial;3170206;Uberlândia;MG;41;39;36;0,923076923;-1,3818;1,6588;2;
2019;6208;ENGENHARIA DE PRODUÇÃO;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;76118;Educação Presencial;3170206;Uberlândia;MG;19;12;6;0,5;1,9848;3,2855;4;
2019;5806;ENGENHARIA ELÉTRICA;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;57224;Educação Presencial;3170206;Uberlândia;MG;22;15;9;0,6;1,3857;3,0331;4;
2019;5710;ENGENHARIA CIVIL;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;57226;Educação Presencial;3170206;Uberlândia;MG;88;76;63;0,828947368;0,0344;2,6556;3;
2019;6307;ENGENHARIA AMBIENTAL;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;88766;Educação Presencial;3170206;Uberlândia;MG;26;14;10;0,714285714;0,3931;2,5629;3;
2019;4003;ENGENHARIA DA COMPUTAÇÃO;143;UNIVERSIDADE DE UBERABA;UNIUBE;Universidade;Privada sem fins lucrativos;76074;Educação Presencial;3170206;Uberlândia;MG;8;7;5;0,714285714;0,2745;2,4937;3;
2019;5814;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;1598;FACULDADE UNA DE UBERLÂNDIA;UNA;Faculdade;Privada com fins lucrativos;49370;Educação Presencial;3170206;Uberlândia;MG;4;4;3;0,75;-5,683;0,3944;1;
2019;5902;ENGENHARIA MECÂNICA;1598;FACULDADE UNA DE UBERLÂNDIA;UNA;Faculdade;Privada com fins lucrativos;116688;Educação Presencial;3170206;Uberlândia;MG;55;51;33;0,647058824;-0,5569;1,9115;2;
2019;6208;ENGENHARIA DE PRODUÇÃO;1598;FACULDADE UNA DE UBERLÂNDIA;UNA;Faculdade;Privada com fins lucrativos;117910;Educação Presencial;3170206;Uberlândia;MG;38;31;21;0,677419355;-0,452;2,2988;3;
2019;5710;ENGENHARIA CIVIL;1598;FACULDADE UNA DE UBERLÂNDIA;UNA;Faculdade;Privada com fins lucrativos;1179407;Educação Presencial;3170206;Uberlândia;MG;96;88;40;0,454545455;-0,8018;2,1435;3;
2019;5806;ENGENHARIA ELÉTRICA;1598;FACULDADE UNA DE UBERLÂNDIA;UNA;Faculdade;Privada com fins lucrativos;49369;Educação Presencial;3170206;Uberlândia;MG;61;55;21;0,381818182;-0,8498;2,2197;3;
2019;55;BIOMEDICINA;14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;79868;Educação Presencial;3170206;Uberlândia;MG;51;42;31;0,738095238;-1,4516;1,3043;2;
2019;5;MEDICINA VETERINÁRIA;14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;79870;Educação Presencial;3170206;Uberlândia;MG;97;97;63;0,649484536;-0,4398;1,9392;2;
2019;23;ENFERMAGEM;14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;79872;Educação Presencial;3170206;Uberlândia;MG;45;37;26;0,702702703;-0,9395;1,9849;3;
2019;19;FARMÁCIA;14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;84790;Educação Presencial;3170206;Uberlândia;MG;27;25;10;0,4;-4,4255;0,0492;1;
2019;90;TECNOLOGIA EM AGRONEGÓCIOS;14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;84801;Educação Presencial;3170206;Uberlândia;MG;13;13;11;0,846153846;1,7298;3,1165;4;
2019;3501;EDUCAÇÃO FÍSICA (BACHARELADO);14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;1205390;Educação Presencial;3170206;Uberlândia;MG;23;21;3;0,142857143;;;SC;
2019;5710;ENGENHARIA CIVIL;14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;1178637;Educação Presencial;3170206;Uberlândia;MG;9;9;3;0,333333333;-2,3778;1,1783;2;
2019;17;AGRONOMIA;14248;Faculdade Presidente Antônio Carlos de Uberlândia;;Faculdade;Privada sem fins lucrativos;79866;Educação Presencial;3170206;Uberlândia;MG;154;127;90;0,708661417;-0,7564;2,155;3;
2019;5806;ENGENHARIA ELÉTRICA;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;95436;Educação Presencial;3170206;Uberlândia;MG;28;24;15;0,625;-1,24;2,0778;3;
2019;6307;ENGENHARIA AMBIENTAL;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;5000206;Educação Presencial;3170206;Uberlândia;MG;12;7;6;0,857142857;-0,5032;2,2366;3;
2019;5710;ENGENHARIA CIVIL;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;5000207;Educação Presencial;3170206;Uberlândia;MG;79;64;34;0,53125;-0,4935;2,3323;3;
2019;5902;ENGENHARIA MECÂNICA;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;5000209;Educação Presencial;3170206;Uberlândia;MG;42;39;33;0,846153846;-0,0769;2,1448;3;
2019;4003;ENGENHARIA DA COMPUTAÇÃO;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;1284127;Educação Presencial;3170206;Uberlândia;MG;2;2;1;0,5;;;SC;
2019;19;FARMÁCIA;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;1259806;Educação Presencial;3170206;Uberlândia;MG;5;5;5;1;-0,8789;1,9951;3;
2019;21;ARQUITETURA E URBANISMO;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;1199582;Educação Presencial;3170206;Uberlândia;MG;45;41;29;0,707317073;-1,6531;1,207;2;
2019;6208;ENGENHARIA DE PRODUÇÃO;1492;FACULDADE PITÁGORAS DE UBERLÂNDIA;PIT UBERLÂNDIA;Faculdade;Privada com fins lucrativos;66445;Educação Presencial;3170206;Uberlândia;MG;9;7;6;0,857142857;-1,4265;1,9043;2;
2019;6307;ENGENHARIA AMBIENTAL;1468;FACULDADE ESAMC UBERLÂNDIA;ESAMC;Faculdade;Privada com fins lucrativos;1099766;Educação Presencial;3170206;Uberlândia;MG;1;1;1;1;;;SC;
2019;5710;ENGENHARIA CIVIL;1468;FACULDADE ESAMC UBERLÂNDIA;ESAMC;Faculdade;Privada com fins lucrativos;1099769;Educação Presencial;3170206;Uberlândia;MG;38;31;24;0,774193548;0,7567;3,098;4;
2019;6208;ENGENHARIA DE PRODUÇÃO;1468;FACULDADE ESAMC UBERLÂNDIA;ESAMC;Faculdade;Privada com fins lucrativos;1099586;Educação Presencial;3170206;Uberlândia;MG;3;3;1;0,333333333;;;SC;
2019;19;FARMÁCIA;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;18980;Educação Presencial;3170206;Uberlândia;MG;24;24;15;0,625;-1,6552;1,5692;2;
2019;28;NUTRIÇÃO;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;18981;Educação Presencial;3170206;Uberlândia;MG;87;85;57;0,670588235;-0,7012;2,0035;3;
2019;6;ODONTOLOGIA;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;20011;Educação Presencial;3170206;Uberlândia;MG;78;76;60;0,789473684;-0,7014;1,6378;2;
2019;95;TECNOLOGIA EM ESTÉTICA E COSMÉTICA;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;64668;Educação Presencial;3170206;Uberlândia;MG;42;40;24;0,6;-1,8277;1,5649;2;
2019;36;FISIOTERAPIA;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;4535;Educação Presencial;3170206;Uberlândia;MG;53;53;40;0,754716981;-0,3793;2,3517;3;
2019;21;ARQUITETURA E URBANISMO;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;4545;Educação Presencial;3170206;Uberlândia;MG;45;43;35;0,813953488;-3,2012;0,1418;1;
2019;5710;ENGENHARIA CIVIL;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;1111237;Educação Presencial;3170206;Uberlândia;MG;31;29;18;0,620689655;-0,0785;2,5865;3;
2019;17;AGRONOMIA;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;1178611;Educação Presencial;3170206;Uberlândia;MG;59;59;50;0,847457627;-0,9901;1,9695;3;
2019;5;MEDICINA VETERINÁRIA;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;1178612;Educação Presencial;3170206;Uberlândia;MG;59;58;45;0,775862069;-0,9299;1,3518;2;
2019;3501;EDUCAÇÃO FÍSICA (BACHARELADO);142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;1120772;Educação Presencial;3170206;Uberlândia;MG;29;26;10;0,384615385;-2,4833;1,4173;2;
2019;23;ENFERMAGEM;142;CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;Centro Universitário;Privada sem fins lucrativos;18979;Educação Presencial;3170206;Uberlândia;MG;25;24;16;0,666666667;-1,8347;1,4786;2;
2019;69;TECNOLOGIA EM RADIOLOGIA;4910;FACULDADE DO TRABALHO;FATRA;Faculdade;Privada com fins lucrativos;116338;Educação Presencial;3170206;Uberlândia;MG;17;16;8;0,5;-0,4097;2,287;3;
2019;23;ENFERMAGEM;4910;FACULDADE DO TRABALHO;FATRA;Faculdade;Privada com fins lucrativos;112304;Educação Presencial;3170206;Uberlândia;MG;63;51;20;0,392156863;-1,8121;1,4913;2;
2019;17;AGRONOMIA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1433;Educação Presencial;3170206;Uberlândia;MG;170;152;140;0,921052632;-0,3173;2,5032;3;
2019;12;MEDICINA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1439;Educação Presencial;3170206;Uberlândia;MG;78;78;77;0,987179487;-0,5138;2,6862;3;
2019;5;MEDICINA VETERINÁRIA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1440;Educação Presencial;3170206;Uberlândia;MG;102;93;85;0,913978495;-0,4214;1,9612;3;
2019;6;ODONTOLOGIA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1441;Educação Presencial;3170206;Uberlândia;MG;90;89;85;0,95505618;-0,264;2,1344;3;
2019;5710;ENGENHARIA CIVIL;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1448;Educação Presencial;3170206;Uberlândia;MG;109;106;99;0,933962264;-0,6076;2,2624;3;
2019;5806;ENGENHARIA ELÉTRICA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1449;Educação Presencial;3170206;Uberlândia;MG;90;80;65;0,8125;0,3592;2,6596;3;
2019;5902;ENGENHARIA MECÂNICA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1450;Educação Presencial;3170206;Uberlândia;MG;195;109;97;0,889908257;-1,0328;1,6802;2;
2019;6008;ENGENHARIA QUÍMICA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1451;Educação Presencial;3170206;Uberlândia;MG;142;131;121;0,923664122;-0,1781;2,2912;3;
2019;23;ENFERMAGEM;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;20604;Educação Presencial;3170206;Uberlândia;MG;72;68;62;0,911764706;0,1101;2,5786;3;
2019;55;BIOMEDICINA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;98992;Educação Presencial;3170206;Uberlândia;MG;33;27;25;0,925925926;-0,9505;1,6701;2;
2019;28;NUTRIÇÃO;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;115726;Educação Presencial;3170206;Uberlândia;MG;53;49;45;0,918367347;0,6492;2,9208;3;
2019;36;FISIOTERAPIA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;115800;Educação Presencial;3170206;Uberlândia;MG;74;72;69;0,958333333;0,2197;2,7035;3;
2019;51;ZOOTECNIA;17;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;UFU;Universidade;Pública Federal;1107143;Educação Presencial;3170206;Uberlândia;MG;74;67;60;0,895522388;-0,1878;2,6182;3;
